category,0,1,bad_rate,column
21979,1,0,0.0,X13
21976,1,0,0.0,X13
21960,1,0,0.0,X13
2196,2,0,0.0,X13
219510,1,0,0.0,X13
22055,1,0,0.0,X13
2205,1,0,0.0,X13
22049,1,0,0.0,X13
22046,1,0,0.0,X13
220450,1,0,0.0,X13
155635,1,0,0.0,X13
15558,1,0,0.0,X13
15557,1,0,0.0,X13
15554,1,0,0.0,X13
1555,1,0,0.0,X13
15549,1,0,0.0,X13
1560,3,0,0.0,X13
156,1,0,0.0,X13
155990,1,0,0.0,X13
155926,1,0,0.0,X13
155925,1,0,0.0,X13
155893,1,0,0.0,X13
220202,1,0,0.0,X13
22017,1,0,0.0,X13
22010,1,0,0.0,X13
2201,1,0,0.0,X13
220042,1,0,0.0,X13
2200,1,0,0.0,X13
220,2,0,0.0,X13
22093,1,0,0.0,X13
220889,1,0,0.0,X13
22087,1,0,0.0,X13
220847,1,0,0.0,X13
220845,1,0,0.0,X13
22080,1,0,0.0,X13
22072,1,0,0.0,X13
22065,1,0,0.0,X13
22063,1,0,0.0,X13
22062,1,0,0.0,X13
22060,1,0,0.0,X13
2206,1,0,0.0,X13
220586,1,0,0.0,X13
221336,1,0,0.0,X13
22131,1,0,0.0,X13
22130,1,0,0.0,X13
221296,1,0,0.0,X13
221277,1,0,0.0,X13
22126,1,0,0.0,X13
221056,1,0,0.0,X13
22104,1,0,0.0,X13
22102,1,0,0.0,X13
22101,1,0,0.0,X13
221004,1,0,0.0,X13
22099,1,0,0.0,X13
220938,1,0,0.0,X13
22199,1,0,0.0,X13
221963,1,0,0.0,X13
2219,1,0,0.0,X13
22187,1,0,0.0,X13
22184,1,0,0.0,X13
221836,1,0,0.0,X13
221834,1,0,0.0,X13
22182,1,0,0.0,X13
2217,2,0,0.0,X13
22164,1,0,0.0,X13
22150,1,0,0.0,X13
221419,1,0,0.0,X13
22236,2,0,0.0,X13
222314,1,0,0.0,X13
22228,2,0,0.0,X13
22224,2,0,0.0,X13
222220,2,0,0.0,X13
155371,1,0,0.0,X13
155362,1,0,0.0,X13
15534,1,0,0.0,X13
155336,1,0,0.0,X13
155328,1,0,0.0,X13
155322,1,0,0.0,X13
15532,1,0,0.0,X13
155319,1,0,0.0,X13
15530,1,0,0.0,X13
15576,1,0,0.0,X13
15571,1,0,0.0,X13
155698,1,0,0.0,X13
155697,1,0,0.0,X13
155693,1,0,0.0,X13
155658,1,0,0.0,X13
22222,1,0,0.0,X13
2222,1,0,0.0,X13
222195,1,0,0.0,X13
222109,1,0,0.0,X13
222103,1,0,0.0,X13
222096,1,0,0.0,X13
22206,1,0,0.0,X13
222761,1,0,0.0,X13
22275,1,0,0.0,X13
222726,1,0,0.0,X13
222699,1,0,0.0,X13
222691,1,0,0.0,X13
2225,1,0,0.0,X13
22247,1,0,0.0,X13
22241,1,0,0.0,X13
222409,1,0,0.0,X13
22238,1,0,0.0,X13
222365,1,0,0.0,X13
22319,1,0,0.0,X13
223180,1,0,0.0,X13
22312,1,0,0.0,X13
22311,1,0,0.0,X13
22303,1,0,0.0,X13
22301,1,0,0.0,X13
2230,2,0,0.0,X13
22298,2,0,0.0,X13
2229,2,0,0.0,X13
22289,1,0,0.0,X13
223526,1,0,0.0,X13
22344,1,0,0.0,X13
22341,1,0,0.0,X13
22338,1,0,0.0,X13
223345,1,0,0.0,X13
22334,1,0,0.0,X13
223337,1,0,0.0,X13
22332,1,0,0.0,X13
223308,1,0,0.0,X13
223304,1,0,0.0,X13
2233,1,0,0.0,X13
22329,1,0,0.0,X13
223270,1,0,0.0,X13
223208,1,0,0.0,X13
223205,1,0,0.0,X13
2232,1,0,0.0,X13
224,1,0,0.0,X13
22393,1,0,0.0,X13
2239,1,0,0.0,X13
22385,1,0,0.0,X13
22382,1,0,0.0,X13
22379,1,0,0.0,X13
155228,1,0,0.0,X13
15519,1,0,0.0,X13
155181,1,0,0.0,X13
15518,1,0,0.0,X13
15516,1,0,0.0,X13
15513,1,0,0.0,X13
15509,2,0,0.0,X13
155081,1,0,0.0,X13
155438,1,0,0.0,X13
155421,1,0,0.0,X13
15540,1,0,0.0,X13
15539,1,0,0.0,X13
22376,2,0,0.0,X13
22372,1,0,0.0,X13
22370,1,0,0.0,X13
22365,1,0,0.0,X13
2236,1,0,0.0,X13
224376,1,0,0.0,X13
22432,1,0,0.0,X13
22431,1,0,0.0,X13
22429,1,0,0.0,X13
22426,1,0,0.0,X13
22423,1,0,0.0,X13
22413,1,0,0.0,X13
22411,1,0,0.0,X13
2241,1,0,0.0,X13
224020,1,0,0.0,X13
224007,1,0,0.0,X13
22474,2,0,0.0,X13
22473,1,0,0.0,X13
22472,1,0,0.0,X13
22469,1,0,0.0,X13
224653,1,0,0.0,X13
224633,1,0,0.0,X13
2246,1,0,0.0,X13
224517,1,0,0.0,X13
224497,1,0,0.0,X13
22449,1,0,0.0,X13
22446,1,0,0.0,X13
224426,1,0,0.0,X13
224416,1,0,0.0,X13
22441,1,0,0.0,X13
2244,2,0,0.0,X13
225099,1,0,0.0,X13
225086,1,0,0.0,X13
225079,1,0,0.0,X13
225070,1,0,0.0,X13
22506,1,0,0.0,X13
225033,1,0,0.0,X13
22500,1,0,0.0,X13
154914,1,0,0.0,X13
15491,2,0,0.0,X13
1549,1,0,0.0,X13
154848,1,0,0.0,X13
154847,1,0,0.0,X13
15484,1,0,0.0,X13
155293,1,0,0.0,X13
155282,1,0,0.0,X13
15528,1,0,0.0,X13
15526,1,0,0.0,X13
155235,1,0,0.0,X13
15523,2,0,0.0,X13
225,3,0,0.0,X13
22492,1,0,0.0,X13
224913,1,0,0.0,X13
224877,1,0,0.0,X13
22484,1,0,0.0,X13
22479,1,0,0.0,X13
22553,1,0,0.0,X13
225519,1,0,0.0,X13
225515,1,0,0.0,X13
22546,1,0,0.0,X13
22534,1,0,0.0,X13
225318,1,0,0.0,X13
22525,1,0,0.0,X13
22520,1,0,0.0,X13
22515,1,0,0.0,X13
2251,1,0,0.0,X13
22595,1,0,0.0,X13
22591,1,0,0.0,X13
2259,1,0,0.0,X13
22588,1,0,0.0,X13
22586,1,0,0.0,X13
22585,1,0,0.0,X13
22580,1,0,0.0,X13
22572,1,0,0.0,X13
22571,1,0,0.0,X13
22567,1,0,0.0,X13
22563,1,0,0.0,X13
225603,1,0,0.0,X13
2256,1,0,0.0,X13
225537,1,0,0.0,X13
22664,1,0,0.0,X13
22656,2,0,0.0,X13
22650,1,0,0.0,X13
2265,1,0,0.0,X13
226498,1,0,0.0,X13
22636,1,0,0.0,X13
15460,1,0,0.0,X13
1546,1,0,0.0,X13
15456,1,0,0.0,X13
15455,1,0,0.0,X13
15453,1,0,0.0,X13
1545,2,0,0.0,X13
15503,1,0,0.0,X13
15502,1,0,0.0,X13
155003,1,0,0.0,X13
15500,2,0,0.0,X13
155,2,0,0.0,X13
22629,1,0,0.0,X13
22625,1,0,0.0,X13
226221,1,0,0.0,X13
226145,1,0,0.0,X13
226037,1,0,0.0,X13
226034,1,0,0.0,X13
226,1,0,0.0,X13
227021,1,0,0.0,X13
227017,1,0,0.0,X13
22701,1,0,0.0,X13
22699,1,0,0.0,X13
22698,1,0,0.0,X13
22693,1,0,0.0,X13
226917,1,0,0.0,X13
2268,1,0,0.0,X13
226778,1,0,0.0,X13
226716,1,0,0.0,X13
226696,1,0,0.0,X13
22745,1,0,0.0,X13
22743,1,0,0.0,X13
22741,1,0,0.0,X13
227397,1,0,0.0,X13
227311,1,0,0.0,X13
2273,1,0,0.0,X13
22726,2,0,0.0,X13
22722,1,0,0.0,X13
2272,1,0,0.0,X13
22719,2,0,0.0,X13
22718,1,0,0.0,X13
227123,1,0,0.0,X13
2271,1,0,0.0,X13
22704,1,0,0.0,X13
22703,1,0,0.0,X13
227962,1,0,0.0,X13
22794,1,0,0.0,X13
227903,1,0,0.0,X13
227814,1,0,0.0,X13
227802,1,0,0.0,X13
22780,1,0,0.0,X13
2278,1,0,0.0,X13
22776,1,0,0.0,X13
227741,1,0,0.0,X13
22770,1,0,0.0,X13
2277,3,0,0.0,X13
227686,1,0,0.0,X13
22749,1,0,0.0,X13
227463,1,0,0.0,X13
228368,1,0,0.0,X13
22836,1,0,0.0,X13
228342,1,0,0.0,X13
22834,2,0,0.0,X13
2283,1,0,0.0,X13
22824,1,0,0.0,X13
22820,1,0,0.0,X13
2282,2,0,0.0,X13
22817,1,0,0.0,X13
22815,1,0,0.0,X13
22813,1,0,0.0,X13
228070,1,0,0.0,X13
228,3,0,0.0,X13
228893,1,0,0.0,X13
22888,1,0,0.0,X13
22887,1,0,0.0,X13
22876,2,0,0.0,X13
228719,1,0,0.0,X13
2287,1,0,0.0,X13
15427,1,0,0.0,X13
15420,1,0,0.0,X13
15419,1,0,0.0,X13
154167,1,0,0.0,X13
15414,1,0,0.0,X13
15412,1,0,0.0,X13
15483,1,0,0.0,X13
1548,1,0,0.0,X13
154715,1,0,0.0,X13
1547,3,0,0.0,X13
154669,1,0,0.0,X13
15463,1,0,0.0,X13
228643,1,0,0.0,X13
228523,1,0,0.0,X13
228515,1,0,0.0,X13
228486,1,0,0.0,X13
22846,1,0,0.0,X13
2284,1,0,0.0,X13
2294,2,0,0.0,X13
229394,1,0,0.0,X13
22939,1,0,0.0,X13
22938,3,0,0.0,X13
22935,1,0,0.0,X13
22932,1,0,0.0,X13
2292,1,0,0.0,X13
22919,1,0,0.0,X13
22915,1,0,0.0,X13
2291,1,0,0.0,X13
2290,4,0,0.0,X13
229,1,0,0.0,X13
22897,1,0,0.0,X13
228963,1,0,0.0,X13
228951,1,0,0.0,X13
2289,1,0,0.0,X13
22983,1,0,0.0,X13
229818,1,0,0.0,X13
229805,1,0,0.0,X13
229787,1,0,0.0,X13
22973,1,0,0.0,X13
22972,1,0,0.0,X13
22971,1,0,0.0,X13
22969,1,0,0.0,X13
22953,1,0,0.0,X13
229519,1,0,0.0,X13
23022,1,0,0.0,X13
23020,2,0,0.0,X13
2302,2,0,0.0,X13
23018,1,0,0.0,X13
2301,2,0,0.0,X13
23008,1,0,0.0,X13
1540,1,0,0.0,X13
154,1,0,0.0,X13
153994,1,0,0.0,X13
153941,1,0,0.0,X13
15393,1,0,0.0,X13
15392,1,0,0.0,X13
154424,1,0,0.0,X13
154413,1,0,0.0,X13
15441,1,0,0.0,X13
154398,1,0,0.0,X13
15433,1,0,0.0,X13
15432,1,0,0.0,X13
23000,1,0,0.0,X13
23,1,0,0.0,X13
22999,1,0,0.0,X13
229947,1,0,0.0,X13
2299,1,0,0.0,X13
22984,1,0,0.0,X13
23068,1,0,0.0,X13
230647,1,0,0.0,X13
2306,2,0,0.0,X13
2305,2,0,0.0,X13
230471,1,0,0.0,X13
23047,1,0,0.0,X13
23044,1,0,0.0,X13
23040,2,0,0.0,X13
23038,1,0,0.0,X13
23036,2,0,0.0,X13
23032,1,0,0.0,X13
23111,1,0,0.0,X13
23110,1,0,0.0,X13
2310,1,0,0.0,X13
231,2,0,0.0,X13
230990,1,0,0.0,X13
230907,1,0,0.0,X13
23089,1,0,0.0,X13
230814,1,0,0.0,X13
230787,1,0,0.0,X13
23075,2,0,0.0,X13
230738,1,0,0.0,X13
231582,1,0,0.0,X13
23154,1,0,0.0,X13
23153,2,0,0.0,X13
231500,1,0,0.0,X13
23150,1,0,0.0,X13
23149,1,0,0.0,X13
23147,1,0,0.0,X13
15381,1,0,0.0,X13
153799,1,0,0.0,X13
153791,1,0,0.0,X13
15377,1,0,0.0,X13
153720,1,0,0.0,X13
1541,2,0,0.0,X13
15409,1,0,0.0,X13
15408,1,0,0.0,X13
154050,1,0,0.0,X13
154049,1,0,0.0,X13
15404,1,0,0.0,X13
231272,1,0,0.0,X13
231187,1,0,0.0,X13
231155,1,0,0.0,X13
231891,1,0,0.0,X13
231878,1,0,0.0,X13
23182,1,0,0.0,X13
23181,1,0,0.0,X13
2318,1,0,0.0,X13
231773,1,0,0.0,X13
231747,1,0,0.0,X13
23169,1,0,0.0,X13
23168,1,0,0.0,X13
23165,1,0,0.0,X13
23161,1,0,0.0,X13
23160,1,0,0.0,X13
2316,2,0,0.0,X13
23222,1,0,0.0,X13
2322,2,0,0.0,X13
23215,1,0,0.0,X13
23212,1,0,0.0,X13
2321,2,0,0.0,X13
232072,1,0,0.0,X13
23201,1,0,0.0,X13
232,2,0,0.0,X13
231984,1,0,0.0,X13
23196,1,0,0.0,X13
23194,1,0,0.0,X13
23192,1,0,0.0,X13
23190,1,0,0.0,X13
23250,1,0,0.0,X13
23249,1,0,0.0,X13
23248,1,0,0.0,X13
232449,1,0,0.0,X13
23242,2,0,0.0,X13
23240,1,0,0.0,X13
153647,1,0,0.0,X13
15363,1,0,0.0,X13
153625,1,0,0.0,X13
15359,1,0,0.0,X13
153573,1,0,0.0,X13
15356,1,0,0.0,X13
153543,1,0,0.0,X13
15354,1,0,0.0,X13
153900,2,0,0.0,X13
1539,1,0,0.0,X13
153837,1,0,0.0,X13
15383,1,0,0.0,X13
153828,1,0,0.0,X13
153827,1,0,0.0,X13
2324,1,0,0.0,X13
232382,1,0,0.0,X13
23228,1,0,0.0,X13
23227,1,0,0.0,X13
23224,1,0,0.0,X13
23223,1,0,0.0,X13
232826,1,0,0.0,X13
23282,1,0,0.0,X13
2328,1,0,0.0,X13
232795,1,0,0.0,X13
232729,1,0,0.0,X13
232693,1,0,0.0,X13
23264,1,0,0.0,X13
23257,1,0,0.0,X13
232558,1,0,0.0,X13
23255,1,0,0.0,X13
232523,1,0,0.0,X13
23251,1,0,0.0,X13
233289,1,0,0.0,X13
23325,1,0,0.0,X13
23314,1,0,0.0,X13
233130,1,0,0.0,X13
23312,1,0,0.0,X13
23309,1,0,0.0,X13
23305,1,0,0.0,X13
23303,1,0,0.0,X13
23302,1,0,0.0,X13
23300,1,0,0.0,X13
232993,1,0,0.0,X13
232987,1,0,0.0,X13
2329,2,0,0.0,X13
23283,1,0,0.0,X13
233712,1,0,0.0,X13
2337,2,0,0.0,X13
23367,1,0,0.0,X13
23365,1,0,0.0,X13
23360,1,0,0.0,X13
23357,1,0,0.0,X13
153392,1,0,0.0,X13
153388,1,0,0.0,X13
15338,1,0,0.0,X13
153378,1,0,0.0,X13
15335,1,0,0.0,X13
15334,1,0,0.0,X13
153320,1,0,0.0,X13
153702,1,0,0.0,X13
1537,1,0,0.0,X13
153679,1,0,0.0,X13
15367,1,0,0.0,X13
153648,1,0,0.0,X13
233564,1,0,0.0,X13
233543,1,0,0.0,X13
2335,1,0,0.0,X13
23349,1,0,0.0,X13
23343,1,0,0.0,X13
233357,1,0,0.0,X13
23333,1,0,0.0,X13
23412,1,0,0.0,X13
23410,1,0,0.0,X13
234046,1,0,0.0,X13
23400,1,0,0.0,X13
2340,1,0,0.0,X13
233992,1,0,0.0,X13
23397,1,0,0.0,X13
233838,1,0,0.0,X13
23382,1,0,0.0,X13
23381,1,0,0.0,X13
23380,2,0,0.0,X13
23485,1,0,0.0,X13
23480,1,0,0.0,X13
2348,1,0,0.0,X13
23470,1,0,0.0,X13
2347,1,0,0.0,X13
234661,1,0,0.0,X13
23462,1,0,0.0,X13
234559,1,0,0.0,X13
23453,1,0,0.0,X13
2345,1,0,0.0,X13
234364,1,0,0.0,X13
23429,1,0,0.0,X13
23428,1,0,0.0,X13
23527,1,0,0.0,X13
23524,1,0,0.0,X13
23522,1,0,0.0,X13
23520,1,0,0.0,X13
23518,2,0,0.0,X13
235093,1,0,0.0,X13
23509,1,0,0.0,X13
23506,1,0,0.0,X13
235045,1,0,0.0,X13
2350,1,0,0.0,X13
235,1,0,0.0,X13
23497,1,0,0.0,X13
23495,1,0,0.0,X13
234867,1,0,0.0,X13
23572,1,0,0.0,X13
235704,1,0,0.0,X13
2357,1,0,0.0,X13
23565,1,0,0.0,X13
235635,1,0,0.0,X13
23553,1,0,0.0,X13
153189,1,0,0.0,X13
153171,1,0,0.0,X13
15316,1,0,0.0,X13
153152,1,0,0.0,X13
1531,1,0,0.0,X13
1535,1,0,0.0,X13
15349,1,0,0.0,X13
153477,1,0,0.0,X13
153458,1,0,0.0,X13
153457,1,0,0.0,X13
15345,1,0,0.0,X13
15344,1,0,0.0,X13
235475,1,0,0.0,X13
23547,1,0,0.0,X13
23546,1,0,0.0,X13
235404,1,0,0.0,X13
23540,1,0,0.0,X13
235354,1,0,0.0,X13
2353,1,0,0.0,X13
23626,1,0,0.0,X13
236235,1,0,0.0,X13
23607,1,0,0.0,X13
236068,1,0,0.0,X13
23606,1,0,0.0,X13
236,1,0,0.0,X13
23594,1,0,0.0,X13
235865,1,0,0.0,X13
23579,1,0,0.0,X13
235782,1,0,0.0,X13
23574,1,0,0.0,X13
23664,1,0,0.0,X13
23663,1,0,0.0,X13
2366,1,0,0.0,X13
236556,1,0,0.0,X13
152966,1,0,0.0,X13
152915,1,0,0.0,X13
15291,1,0,0.0,X13
15290,1,0,0.0,X13
152861,1,0,0.0,X13
15284,1,0,0.0,X13
15329,2,0,0.0,X13
15328,1,0,0.0,X13
153276,1,0,0.0,X13
153229,1,0,0.0,X13
15321,1,0,0.0,X13
1532,1,0,0.0,X13
236496,1,0,0.0,X13
236484,1,0,0.0,X13
23646,1,0,0.0,X13
23645,1,0,0.0,X13
236437,1,0,0.0,X13
23708,1,0,0.0,X13
23707,1,0,0.0,X13
237034,1,0,0.0,X13
237022,1,0,0.0,X13
237018,1,0,0.0,X13
237006,1,0,0.0,X13
23699,2,0,0.0,X13
23695,1,0,0.0,X13
23689,1,0,0.0,X13
236772,1,0,0.0,X13
236769,1,0,0.0,X13
23671,1,0,0.0,X13
237497,1,0,0.0,X13
23744,1,0,0.0,X13
23741,1,0,0.0,X13
2374,1,0,0.0,X13
237324,1,0,0.0,X13
2373,2,0,0.0,X13
23722,1,0,0.0,X13
237204,1,0,0.0,X13
23720,1,0,0.0,X13
2372,1,0,0.0,X13
237196,1,0,0.0,X13
23719,1,0,0.0,X13
237150,1,0,0.0,X13
23715,1,0,0.0,X13
23712,1,0,0.0,X13
237854,1,0,0.0,X13
237821,1,0,0.0,X13
23782,1,0,0.0,X13
2378,1,0,0.0,X13
237656,1,0,0.0,X13
237635,1,0,0.0,X13
23763,1,0,0.0,X13
2376,1,0,0.0,X13
23755,1,0,0.0,X13
23751,1,0,0.0,X13
23750,2,0,0.0,X13
238187,1,0,0.0,X13
23818,1,0,0.0,X13
23808,1,0,0.0,X13
238077,1,0,0.0,X13
23807,1,0,0.0,X13
15272,1,0,0.0,X13
15271,3,0,0.0,X13
152704,1,0,0.0,X13
152696,1,0,0.0,X13
15269,1,0,0.0,X13
152679,1,0,0.0,X13
152677,1,0,0.0,X13
15266,1,0,0.0,X13
15303,1,0,0.0,X13
153018,1,0,0.0,X13
153012,1,0,0.0,X13
153009,1,0,0.0,X13
1530,3,0,0.0,X13
15299,2,0,0.0,X13
23803,1,0,0.0,X13
23800,1,0,0.0,X13
2380,2,0,0.0,X13
238,2,0,0.0,X13
23798,1,0,0.0,X13
237915,1,0,0.0,X13
238601,1,0,0.0,X13
23860,1,0,0.0,X13
23846,2,0,0.0,X13
2384,2,0,0.0,X13
23839,1,0,0.0,X13
23837,2,0,0.0,X13
23830,1,0,0.0,X13
2383,1,0,0.0,X13
23828,1,0,0.0,X13
23827,1,0,0.0,X13
23822,1,0,0.0,X13
238208,1,0,0.0,X13
23819,1,0,0.0,X13
239061,1,0,0.0,X13
239025,1,0,0.0,X13
238985,1,0,0.0,X13
2389,2,0,0.0,X13
238861,1,0,0.0,X13
23885,1,0,0.0,X13
23882,1,0,0.0,X13
23880,1,0,0.0,X13
23875,1,0,0.0,X13
23874,1,0,0.0,X13
238661,1,0,0.0,X13
23963,1,0,0.0,X13
23956,1,0,0.0,X13
23953,2,0,0.0,X13
239499,1,0,0.0,X13
23948,1,0,0.0,X13
23946,1,0,0.0,X13
15253,1,0,0.0,X13
152529,1,0,0.0,X13
152510,1,0,0.0,X13
152507,1,0,0.0,X13
1525,1,0,0.0,X13
152460,2,0,0.0,X13
152810,1,0,0.0,X13
152794,1,0,0.0,X13
15275,1,0,0.0,X13
15273,2,0,0.0,X13
152723,1,0,0.0,X13
23944,1,0,0.0,X13
23942,1,0,0.0,X13
23936,1,0,0.0,X13
23932,1,0,0.0,X13
239250,1,0,0.0,X13
23917,1,0,0.0,X13
23908,1,0,0.0,X13
24020,1,0,0.0,X13
2401,1,0,0.0,X13
23996,1,0,0.0,X13
23991,1,0,0.0,X13
23987,1,0,0.0,X13
239798,1,0,0.0,X13
239796,1,0,0.0,X13
239770,1,0,0.0,X13
239685,1,0,0.0,X13
23966,1,0,0.0,X13
24067,1,0,0.0,X13
24065,1,0,0.0,X13
24058,1,0,0.0,X13
24055,1,0,0.0,X13
240518,1,0,0.0,X13
240496,1,0,0.0,X13
152319,1,0,0.0,X13
152251,1,0,0.0,X13
15225,1,0,0.0,X13
152224,1,0,0.0,X13
1522,1,0,0.0,X13
152194,1,0,0.0,X13
15264,1,0,0.0,X13
15262,1,0,0.0,X13
15260,1,0,0.0,X13
15258,1,0,0.0,X13
24049,1,0,0.0,X13
24045,1,0,0.0,X13
24044,1,0,0.0,X13
24038,1,0,0.0,X13
24035,1,0,0.0,X13
2403,2,0,0.0,X13
24025,2,0,0.0,X13
24023,1,0,0.0,X13
2411,1,0,0.0,X13
241067,1,0,0.0,X13
24105,1,0,0.0,X13
24103,1,0,0.0,X13
24102,1,0,0.0,X13
24095,1,0,0.0,X13
24092,1,0,0.0,X13
240804,1,0,0.0,X13
2408,1,0,0.0,X13
240715,1,0,0.0,X13
24148,1,0,0.0,X13
24146,1,0,0.0,X13
2414,1,0,0.0,X13
24135,1,0,0.0,X13
24133,1,0,0.0,X13
24132,1,0,0.0,X13
24131,1,0,0.0,X13
241283,1,0,0.0,X13
24125,1,0,0.0,X13
24122,1,0,0.0,X13
2412,1,0,0.0,X13
241167,1,0,0.0,X13
241153,1,0,0.0,X13
24110,1,0,0.0,X13
241976,1,0,0.0,X13
24197,1,0,0.0,X13
24195,1,0,0.0,X13
24194,1,0,0.0,X13
2419,1,0,0.0,X13
24182,1,0,0.0,X13
24178,1,0,0.0,X13
241711,1,0,0.0,X13
2417,1,0,0.0,X13
241574,1,0,0.0,X13
241535,1,0,0.0,X13
242260,1,0,0.0,X13
24226,1,0,0.0,X13
24222,1,0,0.0,X13
24216,1,0,0.0,X13
242159,1,0,0.0,X13
152127,1,0,0.0,X13
1521,2,0,0.0,X13
15208,1,0,0.0,X13
15206,1,0,0.0,X13
15205,1,0,0.0,X13
152047,1,0,0.0,X13
152037,1,0,0.0,X13
152017,1,0,0.0,X13
1520,4,0,0.0,X13
152397,1,0,0.0,X13
152384,1,0,0.0,X13
152359,1,0,0.0,X13
152331,1,0,0.0,X13
152323,1,0,0.0,X13
24213,1,0,0.0,X13
2421,1,0,0.0,X13
242059,1,0,0.0,X13
242040,1,0,0.0,X13
24203,1,0,0.0,X13
24202,1,0,0.0,X13
24201,1,0,0.0,X13
24198,1,0,0.0,X13
24255,1,0,0.0,X13
242529,1,0,0.0,X13
2425,1,0,0.0,X13
24248,1,0,0.0,X13
24243,1,0,0.0,X13
2424,1,0,0.0,X13
242378,1,0,0.0,X13
242326,1,0,0.0,X13
242324,1,0,0.0,X13
24230,1,0,0.0,X13
242290,1,0,0.0,X13
242282,1,0,0.0,X13
2432,1,0,0.0,X13
24306,1,0,0.0,X13
243044,1,0,0.0,X13
2430,2,0,0.0,X13
243,1,0,0.0,X13
24290,1,0,0.0,X13
242865,1,0,0.0,X13
24285,1,0,0.0,X13
242710,1,0,0.0,X13
242669,1,0,0.0,X13
24266,1,0,0.0,X13
24262,1,0,0.0,X13
2426,1,0,0.0,X13
243517,1,0,0.0,X13
243509,1,0,0.0,X13
24349,1,0,0.0,X13
24346,1,0,0.0,X13
243445,1,0,0.0,X13
243409,1,0,0.0,X13
2434,1,0,0.0,X13
15188,1,0,0.0,X13
151835,1,0,0.0,X13
15183,1,0,0.0,X13
15180,1,0,0.0,X13
15179,1,0,0.0,X13
151786,1,0,0.0,X13
15175,1,0,0.0,X13
15219,1,0,0.0,X13
152179,1,0,0.0,X13
152162,1,0,0.0,X13
152159,1,0,0.0,X13
15215,1,0,0.0,X13
15214,1,0,0.0,X13
24336,1,0,0.0,X13
24334,2,0,0.0,X13
24330,1,0,0.0,X13
24327,1,0,0.0,X13
24325,1,0,0.0,X13
243242,1,0,0.0,X13
243209,1,0,0.0,X13
24391,2,0,0.0,X13
2438,2,0,0.0,X13
243753,1,0,0.0,X13
24372,1,0,0.0,X13
2437,1,0,0.0,X13
24367,1,0,0.0,X13
24365,1,0,0.0,X13
24364,1,0,0.0,X13
24355,1,0,0.0,X13
244394,1,0,0.0,X13
24437,1,0,0.0,X13
244368,1,0,0.0,X13
24430,1,0,0.0,X13
244285,1,0,0.0,X13
24425,1,0,0.0,X13
2442,1,0,0.0,X13
24414,1,0,0.0,X13
244092,1,0,0.0,X13
24401,1,0,0.0,X13
2440,1,0,0.0,X13
24395,1,0,0.0,X13
243942,1,0,0.0,X13
24470,1,0,0.0,X13
2447,1,0,0.0,X13
24466,1,0,0.0,X13
244629,1,0,0.0,X13
244628,1,0,0.0,X13
24462,1,0,0.0,X13
244619,1,0,0.0,X13
244597,1,0,0.0,X13
24459,1,0,0.0,X13
2445,1,0,0.0,X13
244433,1,0,0.0,X13
24443,1,0,0.0,X13
244419,1,0,0.0,X13
2444,1,0,0.0,X13
24526,1,0,0.0,X13
24515,1,0,0.0,X13
24513,1,0,0.0,X13
24508,1,0,0.0,X13
24507,1,0,0.0,X13
24501,1,0,0.0,X13
151651,1,0,0.0,X13
15162,1,0,0.0,X13
151604,1,0,0.0,X13
151600,1,0,0.0,X13
1516,2,0,0.0,X13
15157,1,0,0.0,X13
151564,1,0,0.0,X13
15199,1,0,0.0,X13
15193,1,0,0.0,X13
151914,1,0,0.0,X13
151913,1,0,0.0,X13
15189,1,0,0.0,X13
245,2,0,0.0,X13
24499,1,0,0.0,X13
244958,1,0,0.0,X13
24486,1,0,0.0,X13
24480,1,0,0.0,X13
2458,2,0,0.0,X13
24575,1,0,0.0,X13
245712,1,0,0.0,X13
24569,1,0,0.0,X13
24568,1,0,0.0,X13
151486,1,0,0.0,X13
15147,1,0,0.0,X13
15141,1,0,0.0,X13
1514,1,0,0.0,X13
151368,1,0,0.0,X13
151342,1,0,0.0,X13
151333,1,0,0.0,X13
151713,1,0,0.0,X13
15170,1,0,0.0,X13
151691,1,0,0.0,X13
245552,1,0,0.0,X13
24541,1,0,0.0,X13
245307,1,0,0.0,X13
2453,2,0,0.0,X13
24529,1,0,0.0,X13
24613,1,0,0.0,X13
24612,1,0,0.0,X13
24610,2,0,0.0,X13
2461,1,0,0.0,X13
245882,1,0,0.0,X13
24587,1,0,0.0,X13
24584,1,0,0.0,X13
245832,1,0,0.0,X13
24582,1,0,0.0,X13
24580,1,0,0.0,X13
2466,1,0,0.0,X13
246595,1,0,0.0,X13
246536,1,0,0.0,X13
24653,1,0,0.0,X13
24651,1,0,0.0,X13
24642,1,0,0.0,X13
246407,1,0,0.0,X13
24640,1,0,0.0,X13
2464,1,0,0.0,X13
246380,1,0,0.0,X13
24633,1,0,0.0,X13
2463,2,0,0.0,X13
24629,1,0,0.0,X13
246283,1,0,0.0,X13
24709,1,0,0.0,X13
24706,1,0,0.0,X13
247,1,0,0.0,X13
24693,1,0,0.0,X13
2469,2,0,0.0,X13
15123,1,0,0.0,X13
15121,1,0,0.0,X13
15117,1,0,0.0,X13
151168,1,0,0.0,X13
151161,1,0,0.0,X13
15114,1,0,0.0,X13
15155,1,0,0.0,X13
151549,1,0,0.0,X13
151527,1,0,0.0,X13
15149,1,0,0.0,X13
24685,1,0,0.0,X13
2468,1,0,0.0,X13
