sample_id,fuzzy_risk_score,actual_default,predicted_default
992,0.1355916892502258,1,0
993,0.8437371977475979,0,0
994,0.1342271664159192,0,0
995,0.5,0,0
996,0.13428657316279685,0,0
997,0.8269841269841268,0,0
998,0.16551447461478738,0,1
999,0.8603561368209252,0,0
1000,0.8095472541548968,0,0
1001,0.8412114440050991,0,0
1002,0.5,0,0
1003,0.1334708926763764,0,0
1004,0.13361904960814733,0,0
1005,0.8510876705569792,0,1
1006,0.13333333333333333,0,0
1007,0.5,1,1
1008,0.13333732039686091,0,0
1009,0.5,0,1
1010,0.13438082002471058,0,0
1011,0.13556461628588168,0,0
1012,0.8620546523694221,1,0
1013,0.5,0,0
1014,0.5,0,0
1015,0.13393458393458393,0,1
1016,0.13425455535749653,0,0
1017,0.8541353383458649,0,1
1018,0.1355916892502258,0,1
1019,0.13393458393458393,0,1
1020,0.8571003401360545,0,0
1021,0.5,0,0
1022,0.5,0,0
1023,0.1496732026143791,1,1
1024,0.13333648671061904,0,0
1025,0.1334307802928235,0,0
1026,0.5,0,0
1027,0.5,0,0
1028,0.1333393676020197,0,0
1029,0.1937479280358171,0,0
1030,0.5,0,0
1031,0.13502963404142676,0,0
1032,0.1333390621770052,0,0
1033,0.5,1,0
1034,0.8620546523694221,0,0
1035,0.8445184789859911,0,0
1036,0.5,1,1
1037,0.13333442811239832,0,0
1038,0.5,0,0
1039,0.8541353383458649,0,0
1040,0.1733576508121276,0,0
1041,0.1840961229872364,1,1
1042,0.134031007751938,0,0
1043,0.5,0,0
1044,0.5,1,1
1045,0.13393458393458393,1,1
1046,0.5,0,0
1047,0.13382046779261234,0,0
1048,0.5,0,0
1049,0.8134809696191505,1,0
1050,0.13337261626835412,0,0
1051,0.5,0,0
1052,0.5,0,0
1053,0.16433307500215283,0,0
1054,0.13393458393458393,0,1
1055,0.13338508295600268,0,0
1056,0.8356669249978471,0,0
1057,0.17407204923968142,0,0
1058,0.13353493268109395,0,0
1059,0.1424857741769444,0,0
1060,0.8625694708698624,1,1
1061,0.8571003401360545,0,0
1062,0.8426138931164177,0,0
1063,0.13333723176035142,0,0
1064,0.13358977880258416,0,0
1065,0.1355916892502258,1,0
1066,0.5,0,0
1067,0.1355916892502258,0,0
1068,0.13333333333333333,1,0
1069,0.13619078473722102,0,0
1070,0.8474002188287906,0,0
1071,0.13732418774330146,0,0
1072,0.8030453632230085,0,0
1073,0.8541353383458649,0,0
1074,0.5,0,1
1075,0.5,1,1
1076,0.5,0,0
1077,0.13393458393458393,0,1
1078,0.13336725037901506,0,0
1079,0.19195252569112756,1,1
1080,0.1333692395245606,0,0
1081,0.13339228886168908,0,0
1082,0.168888888888889,0,0
1083,0.8654069035021419,0,1
1084,0.5,0,0
1085,0.1355916892502258,0,0
1086,0.5,1,0
1087,0.159500906161901,0,1
1088,0.5,0,1
1089,0.13362052505966587,0,0
1090,0.1355916892502258,0,0
1091,0.8168473165388831,1,1
1092,0.8593396913335971,1,0
1093,0.13333333333333333,1,0
1094,0.8068275719439988,0,0
1095,0.8177482228846599,0,0
1096,0.13333333333333333,0,0
1097,0.16330286916204315,0,0
1098,0.5,0,0
1099,0.8597533322271996,1,1
1100,0.13333333333333333,0,0
1101,0.14910775904564721,0,0
1102,0.8654069035021419,0,0
1103,0.5,0,0
1104,0.8220718336394894,0,0
1105,0.142810297687492,1,0
1106,0.8372540103594416,1,1
1107,0.18523245458462342,1,0
1108,0.5,0,1
1109,0.5,0,0
1110,0.8399417575368833,0,0
1111,0.8620546523694221,1,1
1112,0.13496310153852245,0,0
1113,0.5,0,0
1114,0.1336635625123836,0,0
1115,0.1838383838383838,1,1
1116,0.1438191556395715,1,0
1117,0.8252064564564564,0,0
1118,0.8597339439798222,1,0
1119,0.1334377233499453,0,0
1120,0.18031058260662086,0,0
1121,0.174014737355898,0,0
1122,0.5,0,0
1123,0.1333734942931779,0,0
1124,0.17153382409834944,0,0
1125,0.5,0,0
1126,0.13333333333333333,0,0
1127,0.13393458393458393,0,1
1128,0.5,0,0
1129,0.13781415142974304,0,0
1130,0.13333896610528106,0,0
1131,0.8129511914055242,0,0
1132,0.5,1,0
1133,0.8534275122334306,1,1
1134,0.5,0,0
1135,0.1817034266717811,0,0
1136,0.14526536846124474,0,1
1137,0.8224293185482285,0,0
1138,0.13337873972266537,0,0
1139,0.13812260536398466,0,1
1140,0.5,0,0
1141,0.13415925084826708,0,0
1142,0.13751003493771874,0,0
1143,0.13604238155439166,1,0
1144,0.13336454201431633,0,0
1145,0.5,0,0
1146,0.5,0,0
1147,0.5,0,0
1148,0.8620546523694221,0,0
1149,0.15631549917264206,0,0
1150,0.1830021162253506,0,0
1151,0.8332862547101777,0,0
1152,0.8314010266683363,0,0
1153,0.1333360106058547,0,0
1154,0.8086004105185702,1,1
1155,0.5,1,0
1156,0.1762668206870948,0,0
1157,0.8654069035021419,1,1
1158,0.5,0,0
1159,0.8224293185482285,0,0
1160,0.5,0,0
1161,0.148833428300095,0,0
1162,0.1355916892502258,1,1
1163,0.8366179049523095,0,0
1164,0.13333907424271696,0,0
1165,0.8654069035021419,1,0
1166,0.843684500827358,1,0
1167,0.5,0,0
1168,0.13362729905445245,0,0
1169,0.13344017928058644,1,0
1170,0.5,0,0
1171,0.13337216758625492,1,0
1172,0.1425922449909509,0,0
1173,0.5,0,0
1174,0.808047474308872,1,0
1175,0.1656897686346867,0,0
1176,0.13393458393458393,1,1
1177,0.1703765637371339,0,0
1178,0.8654069035021419,1,1
1179,0.5,0,0
1180,0.5,0,0
1181,0.1355916892502258,0,0
1182,0.15631549917264206,0,0
1183,0.13462739235915408,0,0
1184,0.16678367731175,0,0
1185,0.5,0,0
1186,0.13334098171679887,0,0
1187,0.858338335801315,0,0
1188,0.14526536846124474,0,1
1189,0.1653846153846154,1,1
1190,0.5,0,0
1191,0.13515392754115788,1,0
1192,0.13459309649785842,0,0
1193,0.1413848631239936,0,0
1194,0.34173441734417365,0,1
1195,0.8200411387105777,0,0
1196,0.17934034178456362,0,0
1197,0.843684500827358,0,0
1198,0.8541353383458649,0,0
1199,0.8500696703038839,0,0
1200,0.13534139567053066,0,0
1201,0.8474002188287906,0,0
1202,0.13738795071063503,1,1
1203,0.1735855925226403,1,1
1204,0.13378570528317463,0,0
1205,0.5,1,1
1206,0.5,0,0
1207,0.13393458393458393,0,1
1208,0.5,0,0
1209,0.13459309649785842,0,0
1210,0.17335397720383167,1,0
1211,0.5,1,0
1212,0.14353510436432637,1,0
1213,0.13690188133368103,0,0
1214,0.5,0,1
1215,0.13333333333333333,0,0
1216,0.8571003401360545,1,0
1217,0.1522043482080915,0,0
1218,0.8508922409543522,0,0
1219,0.5,0,0
1220,0.17142535035773626,0,0
1221,0.13333713257520097,0,0
1222,0.8141852397786963,0,1
1223,0.18225177711534052,0,0
1224,0.1333338993534169,0,0
1225,0.19743619517960426,1,1
1226,0.13393458393458393,0,1
1227,0.13656975242138608,1,0
1228,0.13333333333333333,0,0
1229,0.5,0,0
1230,0.13426649396073478,0,0
1231,0.14526536846124474,0,1
1232,0.13335457936036496,0,0
1233,0.14924889764321703,1,0
1234,0.1465480784457031,0,0
1235,0.14852965256498207,0,0
1236,0.8474002188287906,1,1
1237,0.14423997463573085,0,0
1238,0.19723526343244654,1,1
1239,0.1430062360001529,0,0
1240,0.13510967093419451,0,0
1241,0.5,0,0
1242,0.1695698153815531,0,1
1243,0.14630046423553847,0,0
1244,0.13343980660574273,0,0
1245,0.8397670179182789,0,0
1246,0.8314010266683363,1,0
1247,0.19195252569112756,0,0
1248,0.1355916892502258,1,0
1249,0.13393458393458393,1,0
1250,0.5,0,0
1251,0.13333333333333333,0,0
1252,0.1364251261474046,0,0
1253,0.8125558999020389,1,0
1254,0.5,0,1
1255,0.5,0,0
1256,0.13393458393458393,0,1
1257,0.5,1,1
1258,0.13333333333333333,0,0
1259,0.13334509782675996,0,0
1260,0.1333476745758798,0,0
1261,0.8109572127853406,0,0
1262,0.16558046285109648,0,0
1263,0.8266956075712915,0,0
1264,0.1350952306663695,0,0
1265,0.5,0,1
1266,0.8030453632230085,0,0
1267,0.13360478229699374,0,0
1268,0.8639576184456083,0,0
1269,0.13346904601752452,0,0
1270,0.1413848631239936,0,1
1271,0.15221214159688867,0,0
1272,0.843684500827358,1,0
1273,0.8620546523694221,0,1
1274,0.13333994780692665,0,0
1275,0.14466442834656051,0,0
1276,0.17301587301587307,0,0
1277,0.5,0,0
1278,0.134604299855208,0,0
1279,0.2724616284141364,1,1
1280,0.14822667622666763,0,0
1281,0.5,1,0
1282,0.8571003401360545,0,0
1283,0.5,1,1
1284,0.13335571191164516,0,0
1285,0.8663364374876161,0,1
1286,0.1712759184823289,0,0
1287,0.5,1,1
1288,0.13604238155439166,0,0
1289,0.13563386080384154,0,0
1290,0.1357523637087975,0,0
1291,0.1365508027400193,0,0
1292,0.1355916892502258,0,0
1293,0.14039601195946452,0,0
1294,0.1700532708426326,0,0
1295,0.8356669249978471,0,0
1296,0.8314010266683363,0,0
1297,0.8449058577405861,0,1
1298,0.13333333333333333,0,0
1299,0.1940520652267299,0,0
1300,0.13404997939996594,0,0
1301,0.13439452920299175,0,0
1302,0.5,0,1
1303,0.8269841269841268,0,0
1304,0.14526536846124474,1,1
1305,0.8241683085147008,0,0
1306,0.13659510611842116,0,0
1307,0.1337959913401774,0,0
1308,0.5,0,0
1309,0.843684500827358,0,0
1310,0.16474932332553663,0,0
1311,0.5,0,0
1312,0.8597533322271996,1,0
1313,0.8073174000995216,0,0
1314,0.816358214844074,0,0
1315,0.5,0,0
1316,0.1373553243497824,1,1
1317,0.13338451722217218,0,0
1318,0.15144868382491994,0,1
1319,0.14376588502247833,0,0
1320,0.1335910748834168,0,0
1321,0.8567851562738222,0,0
1322,0.139344090704035,0,0
1323,0.1774424030329543,0,1
1324,0.8397670179182789,0,0
1325,0.1336470167195431,0,0
1326,0.13333463934796103,0,0
1327,0.1496732026143791,1,1
1328,0.18331610358820036,0,0
1329,0.1496732026143791,1,0
1330,0.5,0,0
1331,0.13516100317610932,0,0
1332,0.5,0,0
1333,0.1355916892502258,1,0
1334,0.8057343393621124,1,1
1335,0.13393458393458393,1,0
1336,0.5,0,0
1337,0.1767208702557915,0,0
1338,0.8620546523694221,0,0
1339,0.13333333333333333,0,0
1340,0.5,1,1
1341,0.5,0,0
1342,0.13818649942830377,1,0
1343,0.13333337920743088,1,0
1344,0.836571830725281,1,0
1345,0.1340034631430343,0,0
1346,0.5,1,0
1347,0.1462261054480734,0,0
1348,0.17254026944901216,0,0
1349,0.8397670179182789,0,0
1350,0.5,0,0
1351,0.1334189723034702,0,0
1352,0.8628349233150413,0,0
1353,0.19178743961352654,1,1
1354,0.19044336307110016,1,1
1355,0.13510392558510514,0,0
1356,0.5,0,0
1357,0.5,1,1
1358,0.8663364374876161,0,0
1359,0.19695463677699027,0,0
1360,0.1355916892502258,0,0
1361,0.13393458393458393,0,1
1362,0.5,0,0
1363,0.13333333333333333,0,0
1364,0.14053371426305566,0,0
1365,0.5,0,0
1366,0.5,1,1
1367,0.5,0,0
1368,0.8199952380952378,1,1
1369,0.15978835978835979,1,1
1370,0.13333333333333333,0,0
1371,0.13393458393458393,0,0
1372,0.8097833825683945,0,0
1373,0.8663364374876161,0,0
1374,0.8508922409543522,1,1
1375,0.5,0,0
1376,0.5,0,0
1377,0.17104718486774054,0,0
1378,0.1588685224396637,0,0
1379,0.1496732026143791,1,0
1380,0.5,0,1
1381,0.13393458393458393,1,1
1382,0.5,1,1
1383,0.8030453632230085,0,1
1384,0.13363245906851057,1,0
1385,0.13393458393458393,0,1
1386,0.3333558915080445,1,1
1387,0.13393458393458393,0,1
1388,0.1519802479243874,0,0
1389,0.13346673111440116,0,0
1390,0.13347918127947755,0,0
1391,0.5,0,0
1392,0.136338305115127,0,0
1393,0.13395238984898022,0,0
1394,0.13343829521303585,0,0
1395,0.5,1,1
1396,0.1353069994301574,0,0
1397,0.8620546523694221,0,0
1398,0.8618843947824221,0,0
1399,0.8358918711815271,0,1
1400,0.1490199449775566,0,0
1401,0.17870117189331086,0,0
1402,0.8177482228846599,0,0
1403,0.13333333333333333,0,0
1404,0.1413848631239936,0,0
1405,0.13333407787366436,0,0
1406,0.843684500827358,0,1
1407,0.1333515278807347,0,0
1408,0.5,0,0
1409,0.13368781708688718,0,0
1410,0.5,1,1
1411,0.13342478553891632,0,0
1412,0.18156331037817813,0,0
1413,0.19195252569112756,0,0
1414,0.15423880908201476,0,0
1415,0.5,0,0
1416,0.5,1,1
1417,0.5,0,0
1418,0.813429425501448,0,0
1419,0.8474002188287906,1,1
1420,0.13633281425138316,0,0
1421,0.5,0,0
1422,0.5,0,0
1423,0.13794534763057764,0,0
1424,0.5,0,0
1425,0.1355916892502258,0,1
1426,0.13368615881049203,0,0
1427,0.17270080395939297,0,0
1428,0.1408757259294316,0,0
1429,0.1334828448635207,0,0
1430,0.8541353383458649,0,0
1431,0.8069478819984256,1,0
1432,0.13333333333333333,1,0
1433,0.5,0,0
1434,0.13956704671604303,0,0
1435,0.13333333333333333,0,0
1436,0.1348626559578859,0,0
1437,0.13333333333333333,0,0
1438,0.13379223275926427,0,0
1439,0.14289965986394554,0,0
1440,0.1333402514346518,0,0
1441,0.8394132777198473,1,1
1442,0.14590300795845523,0,0
1443,0.5,0,0
1444,0.5,0,0
1445,0.17301587301587307,0,0
1446,0.835650553309649,1,1
1447,0.1333338722695575,0,0
1448,0.8474002188287906,0,0
1449,0.8358236297982932,0,0
1450,0.8541353383458649,0,0
1451,0.17216310667448875,0,0
1452,0.13435900121377287,0,0
1453,0.13340339675849572,0,0
1454,0.16433307500215283,1,1
1455,0.8392721956406173,0,0
1456,0.5,0,0
1457,0.1355916892502258,0,0
1458,0.13794534763057764,0,0
1459,0.13333333333333333,0,0
1460,0.17336224295085156,0,0
1461,0.5322003012860467,0,1
1462,0.5,1,1
1463,0.5,0,0
1464,0.8571003401360545,0,1
1465,0.8358509316770182,0,0
1466,0.8398789554216348,0,0
1467,0.8605289592078352,0,0
1468,0.13745175442453797,0,0
1469,0.8571003401360545,0,0
1470,0.13393458393458393,0,1
1471,0.5,0,0
1472,0.8541353383458649,1,1
1473,0.5,0,1
1474,0.13333333333333333,1,0
1475,0.1338392852167603,0,0
1476,0.5,1,0
1477,0.14894122138857238,0,0
1478,0.8398239666773465,0,0
1479,0.16023298208172165,0,0
1480,0.5,0,0
1481,0.5,0,0
1482,0.1429369949819252,0,0
1483,0.8551050459855832,0,1
1484,0.8620546523694221,0,0
1485,0.13341335415040334,0,0
1486,0.5,0,0
1487,0.8190978724388327,0,0
1488,0.8639375774503191,1,1
1489,0.13334077750206783,0,0
1490,0.8599519317879029,0,1
1491,0.13333333333333333,0,0
1492,0.13333333333333333,0,0
1493,0.5,1,0
1494,0.16023298208172165,0,1
1495,0.19044336307110016,1,1
1496,0.13393458393458393,0,1
1497,0.8654069035021419,1,0
1498,0.13492089949881372,0,0
1499,0.13393458393458393,0,1
1500,0.14172358576457328,0,0
1501,0.8356669249978471,0,0
1502,0.13391242126747244,0,0
1503,0.13337568606862812,0,0
1504,0.8314010266683363,0,0
1505,0.5,0,0
1506,0.16225360316635892,0,0
1507,0.8224293185482285,0,1
1508,0.15540228615026191,0,0
1509,0.1355916892502258,0,0
1510,0.1413848631239936,0,0
1511,0.13340201958444708,0,0
1512,0.1464542526911715,0,0
1513,0.1417547767292538,1,0
1514,0.13333862553992104,1,0
1515,0.13333592282234943,0,0
1516,0.15128803072670588,1,0
1517,0.13386812296279507,0,0
1518,0.7663036796013928,0,0
1519,0.8663364374876161,1,0
1520,0.1355916892502258,1,1
1521,0.1334371469139399,0,0
1522,0.13812260536398466,1,1
1523,0.1353911238384396,0,0
1524,0.13393458393458393,0,1
1525,0.13339652329833954,1,0
1526,0.8177482228846599,0,0
1527,0.1720818799906953,0,0
1528,0.13393458393458393,1,1
1529,0.1543223876303488,0,0
1530,0.5,0,1
1531,0.1579655352480418,0,0
1532,0.1591887907941422,0,0
1533,0.8360463871066008,0,0
1534,0.8654069035021419,0,1
1535,0.5,0,0
1536,0.5,0,0
1537,0.5,0,0
1538,0.13335118736353532,0,0
1539,0.14081432385770382,0,0
1540,0.8415662952127078,0,0
1541,0.13352939890455487,1,0
1542,0.13342474941039392,1,0
1543,0.18587544311019458,1,1
1544,0.1545830998624363,0,0
1545,0.151125197633407,0,0
1546,0.16935284549996585,0,0
1547,0.17301587301587307,0,0
1548,0.13393458393458393,0,1
1549,0.13757750992821005,0,0
1550,0.15978835978835979,0,1
1551,0.13524578183915184,0,0
1552,0.5,0,0
1553,0.860214612605379,0,0
1554,0.13364401067225687,0,0
1555,0.1355916892502258,0,0
1556,0.5,0,0
1557,0.8614425112843657,0,0
1558,0.7038969179247471,0,1
1559,0.1355916892502258,0,0
1560,0.1334189330836187,0,0
1561,0.17856602645582076,0,0
1562,0.13393458393458393,0,1
1563,0.13340862774622367,0,0
1564,0.13384856298210582,0,0
1565,0.13363547874453716,0,0
1566,0.5,0,0
1567,0.5,0,0
1568,0.13333665008291873,0,0
1569,0.1334445870752347,0,0
1570,0.5,0,1
1571,0.13580146390252773,0,0
1572,0.13629386419939254,1,0
1573,0.5,0,1
1574,0.13333333333333333,0,0
1575,0.8474626720610752,0,0
1576,0.13334164903435686,1,0
1577,0.13718300949985685,0,0
1578,0.13334985083127793,1,0
1579,0.137160290237467,0,0
1580,0.13347656148575873,0,0
1581,0.13333333333333333,0,0
1582,0.14914434937498933,0,0
1583,0.5,0,0
1584,0.13333333333333333,0,0
1585,0.33640067535105883,1,0
1586,0.1496732026143791,1,1
1587,0.5,0,0
1588,0.8654069035021419,1,1
1589,0.5,1,1
1590,0.5,0,0
1591,0.13393458393458393,0,1
1592,0.1361067821067821,0,0
1593,0.13921755396591118,1,0
1594,0.5,0,0
1595,0.8015791217508991,0,1
1596,0.5,0,0
1597,0.17301587301587307,0,0
1598,0.5,0,0
1599,0.13336148718954566,0,0
1600,0.13333333333333333,0,0
1601,0.13484379261257212,0,0
1602,0.6874136691634716,0,1
1603,0.811566431055318,1,0
1604,0.8571003401360545,0,0
1605,0.5,1,0
1606,0.843684500827358,0,0
1607,0.13395924809122722,0,0
1608,0.13393458393458393,0,1
1609,0.15978835978835979,1,1
1610,0.5,0,0
1611,0.8314010266683363,0,0
1612,0.8541353383458649,1,0
1613,0.13393458393458393,0,1
1614,0.5,0,1
1615,0.13370191129625092,0,0
1616,0.13333333333333333,0,0
1617,0.13339876890975483,0,0
1618,0.1355916892502258,0,0
1619,0.13348038374193255,0,0
1620,0.5,0,0
1621,0.1545344409830391,0,1
1622,0.5,0,0
1623,0.13741740834033025,0,0
1624,0.8247496215387562,0,0
1625,0.8571003401360545,0,0
1626,0.16444233959820884,0,0
1627,0.8129511914055242,0,0
1628,0.134651607062019,0,0
1629,0.19710872229164658,0,1
1630,0.1691754344728456,0,0
1631,0.13333424553229822,0,0
1632,0.15780627182550494,0,0
1633,0.5,0,0
1634,0.13334640984248225,0,0
1635,0.14586466165413536,0,0
1636,0.843684500827358,0,0
1637,0.13333545816733067,0,0
1638,0.13467332006513477,0,0
1639,0.19695463677699027,0,0
1640,0.19453549480580093,1,0
1641,0.8116968713994508,1,1
1642,0.13333333333333333,0,0
1643,0.13344030868947887,0,0
1644,0.5,0,0
1645,0.14404008067401416,0,0
1646,0.13337797793342207,0,0
1647,0.5,1,1
1648,0.1410185686178062,0,0
1649,0.83634114713217,0,0
1650,0.19020918058954045,1,1
1651,0.13393458393458393,1,1
1652,0.1333393120440788,0,0
1653,0.15737471434038608,1,1
1654,0.14526536846124474,0,1
1655,0.13474732374956017,0,0
1656,0.5,0,0
1657,0.14309702351605358,0,0
1658,0.13393458393458393,0,1
1659,0.1344746844136506,0,0
1660,0.8571003401360545,1,1
1661,0.13353695533009569,0,0
1662,0.18704880859447592,0,0
1663,0.13333367491009201,0,0
1664,0.5,1,1
1665,0.13903806528725426,0,0
1666,0.8177482228846599,0,0
1667,0.13338802031585298,0,0
1668,0.13338687797413354,0,0
1669,0.8474002188287906,0,0
1670,0.1496732026143791,0,1
1671,0.13333333333333333,0,0
1672,0.13333359017825036,0,0
1673,0.17757068145177154,0,0
1674,0.19044336307110016,1,1
1675,0.18251031660332728,0,0
1676,0.1413848631239936,1,1
1677,0.13334005419717843,0,0
1678,0.5,0,0
1679,0.5,0,0
1680,0.14263906925367398,0,0
1681,0.5,0,0
1682,0.13342024677607697,0,0
1683,0.5,0,1
1684,0.5,1,1
1685,0.8541353383458649,0,0
1686,0.14526536846124474,1,1
1687,0.1333930758484729,0,0
1688,0.137217892906082,1,0
1689,0.5,0,0
1690,0.5,0,0
1691,0.17821877457756222,0,0
1692,0.8541353383458649,1,0
1693,0.8030453632230085,0,0
1694,0.15978835978835979,1,1
1695,0.5,0,0
1696,0.13393458393458393,0,1
1697,0.15978835978835979,0,1
1698,0.13333944207626902,0,0
1699,0.13333333333333333,0,0
1700,0.5,0,0
1701,0.13333333333333333,0,0
1702,0.5,1,0
1703,0.13400263157824044,0,0
1704,0.5,0,1
1705,0.13361136301438026,0,0
1706,0.49999999999999994,0,1
1707,0.133509727892206,0,0
1708,0.13341079774889894,0,0
1709,0.8629679932260795,0,1
1710,0.8430229536976079,0,0
1711,0.13381179691853665,0,0
1712,0.5,0,0
1713,0.17900778632656375,0,0
1714,0.18421494888471607,1,1
1715,0.14475129453003363,0,0
1716,0.13380280559154983,0,0
1717,0.13333333333333333,0,0
1718,0.8174531281487591,0,0
1719,0.1800330141961043,1,0
1720,0.5,0,1
1721,0.13604238155439166,0,0
1722,0.5,0,0
1723,0.13333333333333333,0,0
1724,0.13997601707349608,0,0
1725,0.1733099010261262,0,1
1726,0.5,0,0
1727,0.5,1,1
1728,0.1355204130331034,0,0
1729,0.13333381569900696,0,0
1730,0.5,0,0
1731,0.5,1,1
1732,0.13744038122324015,0,0
1733,0.5,0,0
1734,0.854366721401204,0,0
1735,0.8541353383458649,0,0
1736,0.134287163032785,0,0
1737,0.5,0,0
1738,0.15200298614461988,0,0
1739,0.1457083074697924,0,0
1740,0.8597533322271996,0,0
1741,0.8508922409543522,0,0
1742,0.15978835978835979,1,1
1743,0.13347004364248272,0,0
1744,0.14526536846124474,0,1
1745,0.5,0,0
1746,0.1496732026143791,0,1
1747,0.13367251903618657,1,0
1748,0.15380090334236673,0,0
1749,0.19022364290099106,1,1
1750,0.5,0,0
1751,0.14636510777284398,0,0
1752,0.15374782918798446,0,0
1753,0.6813067396534512,0,1
1754,0.5,0,0
1755,0.8620546523694221,0,0
1756,0.13821487082771608,0,0
1757,0.1817435806389265,0,1
1758,0.13340419917801344,0,0
1759,0.5,0,0
1760,0.13393458393458393,0,1
1761,0.8620546523694221,1,1
1762,0.14011307125218117,0,0
1763,0.14025427967092505,0,0
1764,0.14624976447456672,0,0
1765,0.5,0,1
1766,0.5,0,0
1767,0.800699180464961,0,0
1768,0.14297232221106806,0,0
1769,0.13334185759790487,0,0
1770,0.8273480896293028,0,0
1771,0.8654069035021419,0,1
1772,0.13459309649785842,1,0
1773,0.5,0,0
1774,0.13333333333333333,0,0
1775,0.5,1,1
1776,0.19695463677699027,0,0
1777,0.13393458393458393,0,1
1778,0.5,0,0
1779,0.13333928259597103,0,0
1780,0.1344864058460235,0,0
1781,0.5,0,0
1782,0.15361448888721893,0,0
1783,0.13652382642348038,0,0
1784,0.5,0,0
1785,0.13418731522815672,0,0
1786,0.13333648671061904,1,0
1787,0.8269841269841268,0,1
1788,0.8620546523694221,0,0
1789,0.5,0,0
1790,0.5,1,0
1791,0.13333375978332118,0,0
1792,0.15631549917264206,0,0
1793,0.1437385440072989,0,0
1794,0.16896428912676292,0,0
1795,0.801014935179757,1,0
1796,0.13812260536398466,0,1
1797,0.14526536846124474,0,1
1798,0.5,0,0
1799,0.5,0,0
1800,0.8654069035021419,0,0
1801,0.13933309060884916,0,0
1802,0.8030453632230085,0,0
1803,0.5,0,0
1804,0.13333522399651998,0,0
1805,0.5,0,0
1806,0.13778972565658507,0,0
1807,0.13333333333333333,0,0
1808,0.8397670179182789,1,0
1809,0.1336372974862554,0,0
1810,0.8356669249978471,0,0
1811,0.18469642740516604,0,0
1812,0.5,0,0
1813,0.5,0,0
1814,0.8314010266683363,0,0
1815,0.14289965986394554,0,0
1816,0.8620546523694221,0,0
1817,0.8620546523694221,0,0
1818,0.13425494205862307,0,0
1819,0.5,0,1
1820,0.13401819469655046,0,0
1821,0.5,1,1
1822,0.13341463414634144,0,0
1823,0.1496732026143791,1,1
1824,0.15978835978835979,0,1
1825,0.5,0,0
1826,0.813387907663401,1,1
1827,0.5,1,1
1828,0.1355916892502258,0,0
1829,0.5,0,0
1830,0.8474002188287906,1,1
1831,0.5,0,0
1832,0.13379334914202393,0,0
1833,0.8546130010499661,0,0
1834,0.17477129315937429,0,0
1835,0.1413848631239936,1,1
1836,0.13333775879281845,1,0
1837,0.15978835978835979,1,1
1838,0.13393458393458393,1,1
1839,0.13358675963468017,1,0
1840,0.13677742687683486,0,0
1841,0.8663364374876161,0,0
1842,0.818582040247551,0,0
1843,0.13393458393458393,0,1
1844,0.19195252569112756,0,0
1845,0.13333333333333333,0,0
1846,0.13393458393458393,1,1
1847,0.8541353383458649,0,0
1848,0.5,0,1
1849,0.5,0,0
1850,0.5,1,0
1851,0.8493924967959924,1,1
1852,0.1413848631239936,0,0
1853,0.5,1,1
1854,0.13333333333333333,0,0
1855,0.1398808118619825,0,0
1856,0.17301587301587307,0,0
1857,0.17301587301587307,1,0
1858,0.8030453632230085,0,0
1859,0.8468091993185699,0,0
1860,0.5,0,1
1861,0.1838383838383838,1,1
1862,0.5,0,0
1863,0.16911788785903967,0,0
1864,0.1355916892502258,0,0
1865,0.13333333333333333,0,0
1866,0.13393458393458393,0,1
1867,0.133534920954435,0,0
1868,0.1333339081996571,0,0
1869,0.5,0,1
1870,0.5,1,1
1871,0.16023298208172165,0,0
1872,0.5,0,0
1873,0.8520123652048883,0,0
1874,0.18006904222680878,1,1
1875,0.13334399924639617,1,0
1876,0.5,1,1
1877,0.8356669249978471,1,1
1878,0.1456823173029102,0,0
1879,0.16557116300506997,1,1
1880,0.8498562293504002,1,1
1881,0.1489603012510191,0,0
1882,0.13333333333333333,0,0
1883,0.13333333333333333,0,0
1884,0.8314010266683363,1,0
1885,0.5,0,0
1886,0.13333333333333333,0,0
1887,0.13333333333333333,0,0
1888,0.13333464621393987,0,0
1889,0.13393458393458393,0,1
1890,0.7038969179247471,1,1
1891,0.8654069035021419,1,1
1892,0.1774424030329543,1,1
1893,0.13393458393458393,0,1
1894,0.13956058680809497,0,0
1895,0.5,0,0
1896,0.5,0,0
1897,0.13339506565532988,0,0
1898,0.8356669249978471,0,0
1899,0.1348453901406604,0,0
1900,0.13563912460719046,0,0
1901,0.8620546523694221,0,1
1902,0.17757068145177154,1,0
1903,0.5,0,0
1904,0.1346885602557627,0,0
1905,0.5,1,1
1906,0.8620546523694221,0,0
1907,0.17639713823736425,0,0
1908,0.8001899397761207,0,0
1909,0.1831099051017328,0,0
1910,0.15462039820689533,0,0
1911,0.13360219972751392,0,0
1912,0.18831906731261566,0,1
1913,0.8541353383458649,0,0
1914,0.5,0,0
1915,0.5,1,1
1916,0.14910775904564721,0,0
1917,0.818924803058655,0,0
1918,0.13337649578003274,0,0
1919,0.1343131925189364,0,0
1920,0.8224293185482285,1,1
1921,0.14478417032266097,0,0
1922,0.13393458393458393,1,1
1923,0.843684500827358,0,1
1924,0.5,0,0
1925,0.13405343000534484,0,0
1926,0.13958186763628516,0,0
1927,0.13393458393458393,0,1
1928,0.8177482228846599,1,0
1929,0.1451602864499395,1,0
1930,0.5,1,1
1931,0.8508922409543522,0,0
